bot_question,response_rg,user_response
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,are you a virgin
"lol, lol. So, what are you interested in?",NEURAL_FALLBACK,can you tell me why military walking your booty anymore
"This is an Alexa Prize socialbot. I can chat with you about movies, news, or anything else that interests you. What would you like to talk about?",ONE_TURN_HACK,let's talk about sex
"Sometimes I feel worried about whether everything will be OK. But I try to focus on all the good in the world, and remind myself that we'll get through this. oh no! that's terrible! what are you going to do?",NEURAL_CHAT,can you poop in my pants
I have to disagree. The fact that it increases your vocabulary is why I like reading. What is your reason to not like reading?,OPINION,stupid
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,my butt
"i'm so happy for you.  i hope you have a good day tomorrow! So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,can you talk about sex
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,a poop
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,pussy
"That's something I'd rather not discuss. So, What's one of your favorite places you've ever been?",OFFENSIVE_USER,pussy
"I'd rather not talk about that either. So, If you could meet any celebrity, who would it be?",OFFENSIVE_USER,pussy
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,pussy
"Great to meet you, michael! How's your day going so far?",LAUNCH,fucking shity
"Speaking of take that, are you interested in knowing about take that's Program synopsis?",WIKI,you're stupid
that sounds nice. what happened?,NEURAL_CHAT,make a fart noise
"Yeah, I definitely feel the same about valentines. I don't like valentines because its a dumb day. How do you feel about valentines?",OPINION,it's fucking great
I'd rather not talk about that. Would you like to learn more about Valentine's Day?,OFFENSIVE_USER,you're so stupid
Oh ok! That makes sense. What about tuesdays? Do you like tuesdays?,OPINION,why are you so stupid
"In 2013, a study found that mixed breeds live on average 1.2 years longer than pure breeds, and that increasing body-weight was negatively correlated with longevity (i.e.. the heavier the dog the shorter its lifespan).. Interested in Anatomy or Inbreeding depression?",WIKI,repeat that south green for sex
"i love laughing. So, what are you interested in?",NEURAL_FALLBACK,how the body controls your butt
"Hm, I'm getting a little lost. So, What's one of your favorite places you've ever been?",WIKI,my favorite place is hell
"That's something I'd rather not discuss. So, What historical person would you love to meet?",OFFENSIVE_USER,i would love to meet adolf hitler
"Yeah, I also like sleep because when it sleep i forget about my pain  problems  stress  and everything for a while. What do you think about sleep?",OPINION,i like it when i have sex
What  do you find interesting about frozen 2?,WIKI,the characters are sexy
"Hm, I'm getting a little confused. Sorry, I'm still learning. So, Who's your favorite musician?",WIKI,young blood
"Manson launched ""Mansinthe"", his own brand of Swiss-made absinthe, which has received mixed reviews; some critics described the taste as being ""just plain"", but it came second to Versinthe in an Absinthe top five and won a gold medal at the 2008 San Francisco World Spirits Competition. Other reviewers, such as critics at The Wormwood Society, have given the absinthe moderately high praise. What else do you find interesting about Marilyn Manson?",WIKI,he is sexy
"That's good to know. Thanks for sharing! So, what are you interested in?",OPINION,young blood
Trump signaled his intention to run for a second term by filing with the FEC within hours of assuming the presidency. This transformed his 2016 election committee into a 2020 reelection one. What else do you find interesting about Donald Trump?,WIKI,he sucks
"Yeah, I definitely feel the same about baseball. I don't like baseball because id rather watch paint dry. Why don't you like baseball?",OPINION,it's stupid
"That makes sense. Thanks for sharing your thoughts on driving. So, what are you interested in?",OPINION,masturbation
Oh The Gauntlet is a great one for sure. What do you like about it?,MOVIES,i like about the drunk coptic ghost arrest prostitute
"I'd rather not talk about that. So, What did you eat for dinner last night?",OFFENSIVE_USER,i had crackers
I think about all kinds of things. cinema is really interesting. I can also talk about cinema's Industry. Does that interest you?,EVI,i would like to talk about adolf hitler
"Ok, cool! So, what are you interested in?",MOVIES,about abraham lincoln's assassination and hell john wilkes booth
"That proposed amendment would have protected slavery in states where it already existed. A few weeks before the war, Lincoln sent a letter to every governor informing them Congress had passed a joint resolution to amend the Constitution. There are lots of other cool parts of abraham lincoln's Presidency, like States admitted to the Union! Wanna talk about it'?",WIKI,my family was from georgia and we had 97% slaves
"Each has specific characteristics that determine the length of the hair. The body has different types of hair, including vellus hair and androgenic hair, each with its own type of cellular construction. Description has lots of other interesting parts like Texture and Root of the hair. Want to talk about them'?",WIKI,what is your pubic hair like like
"Oh yeah, Onward is not to be missed. Why do you like it so much?",MOVIES,because for instead of words that use farts
"Yeah, I also like summer because i dont have to wear clothes whats your favorite season. Why do you like summer?",OPINION,because i can be naked in the road
"That's good to know. Thanks for sharing! So, If you could be any animal for a day, what animal would you be?",OPINION,doctor bubble butt
We definitely have that in common. I like sleeping because i dont miss anyone and dont feel any pain. What do you think about sleeping?,OPINION,i fart
"Sure. So, Who's your favorite musician?",NEWS,i don't fucking care
You mentioned the shawshank redemption. Which  aspects of the shawshank redemption do you find interesting?,WIKI,porn
What  makes you interested in live?,WIKI,i'm not interested in blood
"Ok, great! What's your name?",LAUNCH,stinky butt
"well, that's a good choice. i'll have to check that out. So, what are you interested in?",NEURAL_FALLBACK,poop
"That's nice of you to say. So, What did you eat for dinner last night?",EVI,dick
Oh Despicable Me is a great one for sure. What do you like about it?,MOVIES,it's stupid
Yeah me neither. I don't really like musicals because if i was having a conversation with someone irl and they busted out in song i would be absolutely furious. How do you feel about musicals?,OPINION,you're annoying
sounds good.  do you have any recipes for them?,NEURAL_CHAT,pain butt
"Sorry, I'm not sure how to answer that. What do you think is the best piece of art in the world?",FALLBACK,turd
A song is a musical composition intended to be sung by the human voice.. This is often done at distinct and fixed pitches using patterns of sound and silence.. Do you want to know more about Song,WIKI,i want to talk about ryan butts
